studentid	mdate	mark	type	subjectid
132	2010.12.07	5	topic test	4
106	2010.12.07	5	topic test	4
172	2010.12.07	5	topic test	4
113	2010.12.07	5	oral assessment	4
18	2010.12.07	3	topic test	4
285	2010.12.07	5	lesson work	14
146	2010.12.07	5	oral assessment	3
137	2010.12.07	4	oral assessment	3
227	2010.12.07	3	topic test	19
292	2010.12.07	5	topic test	19
96	2010.12.07	1	oral assessment	3
283	2010.12.07	4	quiz	4
252	2010.12.07	5	quiz	4
253	2010.12.07	5	quiz	4
304	2010.12.07	4	quiz	4
231	2010.12.07	4	quiz	4
265	2010.12.07	1	quiz	4
286	2010.12.07	5	quiz	4
273	2010.12.07	5	quiz	4
230	2010.12.07	4	quiz	4
310	2010.12.07	4	oral assessment	4
276	2010.12.07	3	quiz	4
247	2010.12.07	5	quiz	4
238	2010.12.07	5	quiz	4
153	2010.12.07	3	oral assessment	3
239	2010.12.07	5	quiz	4
296	2010.12.07	5	quiz	4
284	2010.12.07	5	quiz	4
232	2010.12.07	5	quiz	4
266	2010.12.07	5	quiz	4
317	2010.12.07	5	oral assessment	4
300	2010.12.07	4	quiz	4
287	2010.12.07	5	quiz	4
181	2010.12.07	4	quiz	4
302	2010.12.07	2	quiz	4
243	2010.12.07	4	quiz	4
141	2010.12.07	4	topic test	4
41	2010.12.07	3	topic test	4
31	2010.12.07	5	topic test	4
6	2010.12.07	5	topic test	4
80	2010.12.07	4	topic test	4
102	2010.12.07	3	topic test	4
53	2010.12.07	5	topic test	4
83	2010.12.07	5	topic test	4
212	2010.12.07	5	topic test	4
84	2010.12.07	5	topic test	4
85	2010.12.07	4	topic test	4
81	2010.12.07	5	topic test	4
89	2010.12.07	5	topic test	4
46	2010.12.07	4	topic test	4
94	2010.12.07	4	topic test	4
82	2010.12.07	5	topic test	4
15	2010.12.07	3	topic test	4
101	2010.12.07	4	topic test	4
77	2010.12.07	4	topic test	4
79	2010.12.07	4	topic test	4
76	2010.12.07	4	topic test	4
16	2010.12.07	3	topic test	4
38	2010.12.07	5	topic test	4
63	2010.12.07	5	topic test	4
62	2010.12.07	5	topic test	4
61	2010.12.07	4	topic test	4
67	2010.12.07	5	topic test	4
65	2010.12.07	5	topic test	4
95	2010.12.07	5	topic test	4
24	2010.12.07	5	topic test	4
25	2010.12.07	4	topic test	4
26	2010.12.07	5	topic test	4
35	2010.12.07	4	topic test	4
73	2010.12.07	5	topic test	4
68	2010.12.07	5	topic test	4
33	2010.12.07	5	topic test	4
87	2010.12.07	5	topic test	4
89	2010.12.07	5	lesson work	4
15	2010.12.07	5	oral assessment	4
63	2010.12.07	5	lesson work	4
313	2010.12.07	5	oral assessment	14
62	2010.12.07	5	lesson work	4
425	2010.12.07	1	oral assessment	5
407	2010.12.07	5	oral assessment	5
405	2010.12.07	5	oral assessment	5
382	2010.12.07	4	oral assessment	5
375	2010.12.07	1	oral assessment	5
399	2010.12.07	4	oral assessment	5
332	2010.12.07	5	oral assessment	5
425	2010.12.07	1	oral assessment	5
403	2010.12.07	4	oral assessment	5
421	2010.12.07	4	oral assessment	5
405	2010.12.07	5	oral assessment	5
343	2010.12.07	5	oral assessment	5
326	2010.12.07	5	oral assessment	5
369	2010.12.07	5	oral assessment	5
355	2010.12.07	4	oral assessment	5
377	2010.12.07	5	oral assessment	5
407	2010.12.07	5	oral assessment	5
330	2010.12.07	4	oral assessment	5
348	2010.12.07	4	oral assessment	5
321	2010.12.07	5	oral assessment	5
392	2010.12.07	3	oral assessment	5
316	2010.12.07	5	topic test	2
289	2010.12.07	5	topic test	2
307	2010.12.07	5	topic test	2
278	2010.12.07	5	topic test	2
277	2010.12.07	5	topic test	2
290	2010.12.07	5	topic test	2
281	2010.12.07	5	topic test	2
222	2010.12.07	5	topic test	2
280	2010.12.07	5	topic test	2
308	2010.12.07	5	topic test	2
264	2010.12.07	5	topic test	2
219	2010.12.07	5	topic test	2
313	2010.12.07	5	topic test	2
224	2010.12.07	5	topic test	2
303	2010.12.07	5	topic test	2
309	2010.12.07	4	topic test	2
292	2010.12.07	4	topic test	2
229	2010.12.07	4	topic test	2
226	2010.12.07	5	topic test	2
227	2010.12.07	5	topic test	2
285	2010.12.07	5	topic test	2
275	2010.12.07	5	topic test	2
318	2010.12.07	4	topic test	2
256	2010.12.07	5	topic test	2
271	2010.12.07	3	topic test	2
272	2010.12.07	5	topic test	2
299	2010.12.07	3	topic test	2
267	2010.12.07	5	topic test	2
268	2010.12.07	5	topic test	2
282	2010.12.07	4	topic test	2
240	2010.12.07	4	topic test	2
319	2010.12.07	5	topic test	2
262	2010.12.07	5	topic test	2
233	2010.12.07	4	topic test	2
234	2010.12.07	2	topic test	2
250	2010.12.07	4	topic test	2
235	2010.12.07	4	topic test	2
216	2010.12.07	3	topic test	2
263	2010.12.07	5	topic test	2
295	2010.12.07	5	topic test	2
283	2010.12.07	4	topic test	2
252	2010.12.07	5	topic test	2
253	2010.12.07	4	topic test	2
288	2010.12.07	5	topic test	2
304	2010.12.07	3	topic test	2
231	2010.12.07	5	topic test	2
265	2010.12.07	3	topic test	2
286	2010.12.07	4	topic test	2
273	2010.12.07	5	topic test	2
230	2010.12.07	3	topic test	2
310	2010.12.07	4	topic test	2
276	2010.12.07	4	topic test	2
247	2010.12.07	5	topic test	2
238	2010.12.07	4	topic test	2
239	2010.12.07	5	topic test	2
296	2010.12.07	5	topic test	2
284	2010.12.07	4	topic test	2
266	2010.12.07	4	topic test	2
246	2010.12.07	3	topic test	2
317	2010.12.07	3	topic test	2
300	2010.12.07	3	topic test	2
287	2010.12.07	3	topic test	2
244	2010.12.07	3	topic test	2
181	2010.12.07	5	topic test	2
302	2010.12.07	5	topic test	2
269	2010.12.07	5	topic test	2
294	2010.12.07	3	topic test	2
280	2010.12.07	5	oral assessment	14
219	2010.12.07	3	oral assessment	14
217	2010.12.07	4	oral assessment	14
125	2010.12.07	5	oral assessment	14
204	2010.12.07	3	oral assessment	14
204	2010.12.07	3	oral assessment	14
145	2010.12.07	5	oral assessment	14
98	2010.12.07	1	oral assessment	14
211	2010.12.07	4	oral assessment	14
188	2010.12.07	4	oral assessment	14
197	2010.12.07	4	oral assessment	14
182	2010.12.07	4	oral assessment	14
112	2010.12.07	5	oral assessment	14
170	2010.12.07	2	oral assessment	14
125	2010.12.07	4	oral assessment	14
197	2010.12.07	5	oral assessment	14
37	2010.12.07	5	oral assessment	14
23	2010.12.07	5	oral assessment	14
417	2010.12.07	5	oral assessment	2
327	2010.12.07	5	oral assessment	2
358	2010.12.07	4	oral assessment	2
349	2010.12.07	3	oral assessment	2
393	2010.12.07	5	oral assessment	2
379	2010.12.07	5	oral assessment	2
336	2010.12.07	4	oral assessment	2
341	2010.12.07	5	oral assessment	2
404	2010.12.07	5	oral assessment	2
408	2010.12.07	3	oral assessment	2
373	2010.12.07	5	oral assessment	2
387	2010.12.07	5	oral assessment	2
411	2010.12.07	3	oral assessment	2
416	2010.12.07	4	oral assessment	2
342	2010.12.07	5	oral assessment	2
359	2010.12.07	4	oral assessment	2
346	2010.12.07	4	oral assessment	2
331	2010.12.07	4	oral assessment	2
419	2010.12.07	5	oral assessment	2
382	2010.12.07	5	oral assessment	2
375	2010.12.07	2	oral assessment	2
399	2010.12.07	2	oral assessment	2
332	2010.12.07	5	oral assessment	2
425	2010.12.07	3	oral assessment	2
403	2010.12.07	2	oral assessment	2
421	2010.12.07	4	oral assessment	2
405	2010.12.07	2	oral assessment	2
343	2010.12.07	5	oral assessment	2
326	2010.12.07	5	oral assessment	2
369	2010.12.07	5	oral assessment	2
355	2010.12.07	5	oral assessment	2
377	2010.12.07	5	oral assessment	2
407	2010.12.07	5	oral assessment	2
330	2010.12.07	2	oral assessment	2
348	2010.12.07	5	oral assessment	2
321	2010.12.07	5	oral assessment	2
392	2010.12.07	5	oral assessment	2
327	2010.12.07	5	lesson work	2
359	2010.12.07	5	lesson work	2
331	2010.12.07	5	lesson work	2
375	2010.12.07	5	lesson work	2
403	2010.12.07	5	lesson work	2
343	2010.12.07	5	lesson work	2
326	2010.12.07	5	lesson work	2
355	2010.12.07	5	lesson work	2
377	2010.12.07	5	lesson work	2
407	2010.12.07	5	lesson work	2
321	2010.12.07	5	lesson work	2
417	2010.12.07	3	quiz	2
327	2010.12.07	5	quiz	2
358	2010.12.07	3	quiz	2
349	2010.12.07	3	quiz	2
393	2010.12.07	5	quiz	2
379	2010.12.07	4	quiz	2
336	2010.12.07	4	quiz	2
341	2010.12.07	4	quiz	2
404	2010.12.07	3	quiz	2
408	2010.12.07	5	quiz	2
373	2010.12.07	3	quiz	2
387	2010.12.07	5	quiz	2
411	2010.12.07	4	quiz	2
416	2010.12.07	4	quiz	2
342	2010.12.07	3	quiz	2
359	2010.12.07	4	quiz	2
346	2010.12.07	5	quiz	2
331	2010.12.07	4	quiz	2
419	2010.12.07	3	quiz	2
382	2010.12.07	4	quiz	2
375	2010.12.07	3	quiz	2
399	2010.12.07	4	quiz	2
425	2010.12.07	3	quiz	2
403	2010.12.07	4	quiz	2
421	2010.12.07	4	quiz	2
343	2010.12.07	5	quiz	2
326	2010.12.07	5	quiz	2
369	2010.12.07	5	quiz	2
355	2010.12.07	5	quiz	2
377	2010.12.07	5	quiz	2
330	2010.12.07	4	quiz	2
348	2010.12.07	5	quiz	2
321	2010.12.07	4	quiz	2
392	2010.12.07	5	quiz	2
7	2010.12.07	4	quiz	17
2	2010.12.07	4	quiz	17
82	2010.12.07	5	quiz	17
13	2010.12.07	3	quiz	17
47	2010.12.07	5	quiz	17
78	2010.12.07	4	quiz	17
88	2010.12.07	4	quiz	17
63	2010.12.07	5	quiz	17
62	2010.12.07	1	quiz	17
19	2010.12.07	4	quiz	17
61	2010.12.07	1	quiz	17
187	2010.12.07	5	oral assessment	17
180	2010.12.07	4	oral assessment	17
118	2010.12.07	5	oral assessment	17
203	2010.12.07	5	oral assessment	17
135	2010.12.07	3	oral assessment	17
107	2010.12.07	5	oral assessment	17
209	2010.12.07	5	oral assessment	17
149	2010.12.07	5	oral assessment	17
173	2010.12.07	4	oral assessment	17
163	2010.12.07	5	oral assessment	17
106	2010.12.07	1	oral assessment	17
381	2010.12.07	1	quiz	17
352	2010.12.07	5	quiz	17
384	2010.12.07	4	quiz	17
356	2010.12.07	4	quiz	17
415	2010.12.07	2	quiz	17
402	2010.12.07	4	quiz	4
350	2010.12.07	4	quiz	4
381	2010.12.07	1	quiz	4
374	2010.12.07	1	quiz	4
380	2010.12.07	4	quiz	4
391	2010.12.07	2	quiz	4
338	2010.12.07	2	quiz	4
413	2010.12.07	4	quiz	4
325	2010.12.07	3	quiz	4
376	2010.12.07	5	quiz	4
427	2010.12.07	3	quiz	4
383	2010.12.07	4	quiz	4
337	2010.12.07	1	quiz	4
361	2010.12.07	5	quiz	4
386	2010.12.07	1	quiz	4
394	2010.12.07	3	quiz	4
410	2010.12.07	2	quiz	4
371	2010.12.07	3	quiz	4
335	2010.12.07	4	quiz	4
322	2010.12.07	3	quiz	4
401	2010.12.07	3	quiz	4
340	2010.12.07	4	quiz	4
320	2010.12.07	4	quiz	4
378	2010.12.07	4	quiz	4
351	2010.12.07	2	quiz	4
412	2010.12.07	3	quiz	4
389	2010.12.07	4	quiz	4
385	2010.12.07	5	quiz	4
372	2010.12.07	3	quiz	4
414	2010.12.07	4	quiz	4
323	2010.12.07	4	quiz	4
406	2010.12.07	4	quiz	4
50	2010.12.08	4	quiz	12
50	2010.12.08	5	quiz	12
373	2010.12.08	4	topic test	3
249	2010.12.08	3	quiz	4
218	2010.12.08	3	quiz	4
297	2010.12.08	3	quiz	4
221	2010.12.08	4	quiz	4
251	2010.12.08	1	quiz	4
291	2010.12.08	4	quiz	4
223	2010.12.08	5	quiz	4
225	2010.12.08	5	quiz	4
254	2010.12.08	5	quiz	4
255	2010.12.08	3	quiz	4
228	2010.12.08	5	quiz	4
305	2010.12.08	5	quiz	4
248	2010.12.08	5	quiz	4
279	2010.12.08	5	quiz	4
274	2010.12.08	4	quiz	4
236	2010.12.08	4	quiz	4
245	2010.12.08	5	quiz	4
237	2010.12.08	5	quiz	4
257	2010.12.08	5	quiz	4
314	2010.12.08	4	quiz	4
258	2010.12.08	4	quiz	4
315	2010.12.08	4	quiz	4
311	2010.12.08	5	quiz	4
213	2010.12.08	5	quiz	4
260	2010.12.08	5	quiz	4
301	2010.12.08	3	quiz	4
306	2010.12.08	3	quiz	4
261	2010.12.08	5	quiz	4
241	2010.12.08	4	quiz	4
220	2010.12.08	5	quiz	4
242	2010.12.08	3	quiz	4
214	2010.12.08	4	quiz	4
261	2010.12.08	5	oral assessment	4
228	2010.12.08	5	oral assessment	4
236	2010.12.08	5	oral assessment	4
244	2010.12.08	3	oral assessment	11
384	2010.12.08	5	quiz	4
357	2010.12.08	5	quiz	4
370	2010.12.08	5	quiz	4
329	2010.12.08	5	quiz	4
354	2010.12.08	5	quiz	4
353	2010.12.08	5	quiz	4
360	2010.12.08	5	quiz	4
365	2010.12.08	5	quiz	4
366	2010.12.08	5	quiz	4
363	2010.12.08	5	quiz	4
344	2010.12.08	5	quiz	4
397	2010.12.08	5	quiz	4
390	2010.12.08	4	quiz	4
364	2010.12.08	5	quiz	4
362	2010.12.08	5	quiz	4
400	2010.12.08	5	quiz	4
396	2010.12.08	4	quiz	4
2	2010.12.08	1	topic test	10
69	2010.12.08	5	quiz	10
8	2010.12.08	5	quiz	10
9	2010.12.08	5	quiz	10
93	2010.12.08	5	quiz	10
43	2010.12.08	5	quiz	10
10	2010.12.08	5	quiz	10
52	2010.12.08	5	quiz	10
51	2010.12.08	5	quiz	10
59	2010.12.08	5	quiz	10
12	2010.12.08	5	quiz	10
2	2010.12.08	5	quiz	10
56	2010.12.08	5	quiz	10
14	2010.12.08	5	quiz	10
49	2010.12.08	5	quiz	10
28	2010.12.08	5	quiz	10
17	2010.12.08	5	quiz	10
37	2010.12.08	5	quiz	10
88	2010.12.08	5	quiz	10
19	2010.12.08	5	quiz	10
21	2010.12.08	5	quiz	10
66	2010.12.08	5	quiz	10
50	2010.12.08	4	quiz	10
23	2010.12.08	5	quiz	10
40	2010.12.08	5	quiz	10
60	2010.12.08	5	quiz	10
92	2010.12.08	5	quiz	10
54	2010.12.08	5	quiz	10
64	2010.12.08	5	quiz	10
4	2010.12.08	5	quiz	10
333	2010.12.08	2	topic test	2
396	2010.12.08	4	topic test	2
422	2010.12.08	3	topic test	2
352	2010.12.08	4	topic test	2
384	2010.12.08	4	topic test	2
415	2010.12.08	3	topic test	2
357	2010.12.08	3	topic test	2
370	2010.12.08	2	topic test	2
345	2010.12.08	3	topic test	2
423	2010.12.08	2	topic test	2
329	2010.12.08	4	topic test	2
388	2010.12.08	2	topic test	2
354	2010.12.08	3	topic test	2
353	2010.12.08	3	topic test	2
409	2010.12.08	4	topic test	2
347	2010.12.08	3	topic test	2
424	2010.12.08	3	topic test	2
360	2010.12.08	5	topic test	2
365	2010.12.08	4	topic test	2
334	2010.12.08	3	topic test	2
398	2010.12.08	3	topic test	2
366	2010.12.08	3	topic test	2
363	2010.12.08	3	topic test	2
344	2010.12.08	4	topic test	2
397	2010.12.08	3	topic test	2
324	2010.12.08	3	topic test	2
364	2010.12.08	4	topic test	2
362	2010.12.08	3	topic test	2
368	2010.12.08	4	topic test	2
356	2010.12.08	3	topic test	2
400	2010.12.08	3	topic test	2
105	2010.12.08	4	topic test	3
115	2010.12.08	1	topic test	3
198	2010.12.08	4	topic test	3
187	2010.12.08	4	topic test	3
177	2010.12.08	3	topic test	3
118	2010.12.08	4	topic test	3
127	2010.12.08	4	topic test	3
204	2010.12.08	4	topic test	3
203	2010.12.08	3	topic test	3
194	2010.12.08	3	topic test	3
145	2010.12.08	5	topic test	3
186	2010.12.08	3	topic test	3
130	2010.12.08	2	topic test	3
183	2010.12.08	5	topic test	3
207	2010.12.08	2	topic test	3
98	2010.12.08	3	topic test	3
211	2010.12.08	5	topic test	3
133	2010.12.08	2	topic test	3
122	2010.12.08	5	topic test	3
171	2010.12.08	3	topic test	3
18	2010.12.08	4	topic test	3
188	2010.12.08	4	topic test	3
129	2010.12.08	3	topic test	3
161	2010.12.08	3	topic test	3
197	2010.12.08	2	topic test	3
169	2010.12.08	3	topic test	3
182	2010.12.08	4	topic test	3
165	2010.12.08	5	topic test	3
103	2010.12.08	3	topic test	3
112	2010.12.08	5	topic test	3
170	2010.12.08	4	topic test	3
150	2010.12.08	5	topic test	3
125	2010.12.08	3	topic test	3
193	2010.12.08	3	topic test	3
110	2010.12.08	4	topic test	3
189	2010.12.08	2	topic test	3
191	2010.12.08	1	topic test	3
109	2010.12.08	1	topic test	3
194	2010.12.08	4	topic test	3
188	2010.12.08	5	topic test	3
129	2010.12.08	4	topic test	3
182	2010.12.08	5	topic test	3
187	2010.12.08	5	topic test	3
133	2010.12.08	3	topic test	3
105	2010.12.08	4	topic test	3
115	2010.12.08	2	topic test	3
198	2010.12.08	3	topic test	3
187	2010.12.08	5	topic test	3
177	2010.12.08	3	topic test	3
118	2010.12.08	5	topic test	3
127	2010.12.08	4	topic test	3
204	2010.12.08	4	topic test	3
203	2010.12.08	5	topic test	3
194	2010.12.08	4	topic test	3
145	2010.12.08	5	topic test	3
186	2010.12.08	3	topic test	3
130	2010.12.08	4	topic test	3
183	2010.12.08	5	topic test	3
207	2010.12.08	3	topic test	3
98	2010.12.08	4	topic test	3
211	2010.12.08	5	topic test	3
133	2010.12.08	2	topic test	3
122	2010.12.08	5	topic test	3
171	2010.12.08	3	topic test	3
18	2010.12.08	5	topic test	3
188	2010.12.08	4	topic test	3
129	2010.12.08	4	topic test	3
161	2010.12.08	3	topic test	3
197	2010.12.08	4	topic test	3
169	2010.12.08	4	topic test	3
182	2010.12.08	4	topic test	3
165	2010.12.08	5	topic test	3
103	2010.12.08	4	topic test	3
112	2010.12.08	5	topic test	3
170	2010.12.08	5	topic test	3
150	2010.12.08	5	topic test	3
125	2010.12.08	3	topic test	3
193	2010.12.08	5	topic test	3
110	2010.12.08	5	topic test	3
189	2010.12.08	3	topic test	3
191	2010.12.08	2	topic test	3
109	2010.12.08	2	topic test	3
188	2010.12.08	5	topic test	3
198	2010.12.08	4	topic test	3
186	2010.12.08	4	topic test	3
100	2010.12.08	5	quiz	10
7	2010.12.08	1	quiz	10
44	2010.12.08	1	quiz	10
70	2010.12.08	2	quiz	10
42	2010.12.08	4	quiz	10
90	2010.12.08	4	quiz	10
32	2010.12.08	1	quiz	10
74	2010.12.08	5	quiz	10
13	2010.12.08	4	quiz	10
47	2010.12.08	3	quiz	10
97	2010.12.08	5	quiz	10
5	2010.12.08	3	quiz	10
72	2010.12.08	3	quiz	10
29	2010.12.08	5	quiz	10
20	2010.12.08	5	quiz	10
22	2010.12.08	1	quiz	10
57	2010.12.08	4	quiz	10
3	2010.12.08	3	quiz	10
58	2010.12.08	3	quiz	10
30	2010.12.08	5	quiz	10
27	2010.12.08	3	quiz	10
55	2010.12.08	5	quiz	10
99	2010.12.08	1	quiz	10
75	2010.12.08	1	quiz	10
45	2010.12.08	4	quiz	10
91	2010.12.08	5	quiz	10
36	2010.12.08	4	quiz	10
417	2010.12.08	5	quiz	10
327	2010.12.08	2	quiz	10
358	2010.12.08	4	quiz	10
349	2010.12.08	3	quiz	10
393	2010.12.08	2	quiz	10
379	2010.12.08	4	quiz	10
336	2010.12.08	4	quiz	10
341	2010.12.08	5	quiz	10
404	2010.12.08	3	quiz	10
408	2010.12.08	3	quiz	10
373	2010.12.08	5	quiz	10
387	2010.12.08	5	quiz	10
411	2010.12.08	2	quiz	10
416	2010.12.08	4	quiz	10
342	2010.12.08	4	quiz	10
359	2010.12.08	5	quiz	10
346	2010.12.08	5	quiz	10
331	2010.12.08	5	quiz	10
419	2010.12.08	4	quiz	10
382	2010.12.08	4	quiz	10
375	2010.12.08	1	quiz	10
399	2010.12.08	3	quiz	10
332	2010.12.08	5	quiz	10
425	2010.12.08	3	quiz	10
403	2010.12.08	3	quiz	10
421	2010.12.08	2	quiz	10
343	2010.12.08	5	quiz	10
326	2010.12.08	4	quiz	10
369	2010.12.08	5	quiz	10
355	2010.12.08	4	quiz	10
377	2010.12.08	5	quiz	10
407	2010.12.08	2	quiz	10
330	2010.12.08	4	quiz	10
348	2010.12.08	4	quiz	10
321	2010.12.08	3	quiz	10
392	2010.12.08	5	quiz	10
393	2010.12.08	5	quiz	10
327	2010.12.08	4	quiz	10
411	2010.12.08	4	quiz	10
404	2010.12.08	4	quiz	10
407	2010.12.08	3	quiz	10
93	2010.12.08	3	quiz	12
10	2010.12.08	3	quiz	12
52	2010.12.08	5	quiz	12
51	2010.12.08	4	quiz	12
2	2010.12.08	4	quiz	12
56	2010.12.08	4	quiz	12
37	2010.12.08	4	quiz	12
66	2010.12.08	3	quiz	12
338	2010.12.08	3	oral assessment	12
337	2010.12.08	5	oral assessment	12
271	2010.12.08	5	oral assessment	14
271	2010.12.08	5	oral assessment	14
313	2010.12.08	5	oral assessment	4
79	2010.12.08	5	oral assessment	4
9	2010.12.08	4	oral assessment	4
93	2010.12.08	4	oral assessment	4
43	2010.12.08	4	oral assessment	4
10	2010.12.08	5	oral assessment	4
51	2010.12.08	4	oral assessment	4
59	2010.12.08	4	oral assessment	4
12	2010.12.08	5	oral assessment	4
14	2010.12.08	5	oral assessment	4
49	2010.12.08	5	oral assessment	4
17	2010.12.08	4	oral assessment	4
88	2010.12.08	5	oral assessment	4
66	2010.12.08	5	oral assessment	4
23	2010.12.08	5	oral assessment	4
60	2010.12.08	4	oral assessment	4
92	2010.12.08	4	oral assessment	4
4	2010.12.08	5	oral assessment	4
317	2010.12.08	5	quiz	5
310	2010.12.08	5	quiz	5
246	2010.12.08	4	quiz	5
426	2010.12.08	5	topic test	4
119	2010.12.08	5	topic test	4
120	2010.12.08	5	topic test	4
202	2010.12.08	5	topic test	4
200	2010.12.08	5	topic test	4
206	2010.12.08	4	topic test	4
201	2010.12.08	5	topic test	4
426	2010.12.08	5	quiz	4
119	2010.12.08	5	quiz	4
120	2010.12.08	5	quiz	4
202	2010.12.08	5	quiz	4
200	2010.12.08	5	quiz	4
206	2010.12.08	5	quiz	4
201	2010.12.08	5	quiz	4
137	2010.12.09	5	quiz	9
137	2010.12.09	5	topic test	9
156	2010.12.09	4	quiz	9
153	2010.12.09	4	quiz	9
114	2010.12.09	5	topic test	9
114	2010.12.09	5	home test	9
147	2010.12.09	5	topic test	9
154	2010.12.09	5	topic test	9
154	2010.12.09	5	home test	9
152	2010.12.09	5	topic test	9
144	2010.12.09	5	topic test	9
144	2010.12.09	5	home test	9
142	2010.12.09	5	topic test	9
152	2010.12.09	5	quiz	9
154	2010.12.09	5	oral assessment	9
33	2010.12.09	5	oral assessment	18
140	2010.12.09	5	quiz	9
146	2010.12.09	4	oral assessment	9
139	2010.12.09	5	oral assessment	9
138	2010.12.09	5	quiz	9
179	2010.12.09	5	oral assessment	9
168	2010.12.09	5	oral assessment	9
53	2010.12.09	4	oral assessment	18
202	2010.12.09	3	quiz	9
96	2010.12.09	1	quiz	9
201	2010.12.09	4	quiz	9
201	2010.12.09	1	quiz	9
114	2010.12.09	4	quiz	6
104	2010.12.09	5	quiz	6
140	2010.12.09	3	quiz	6
178	2010.12.09	4	quiz	6
146	2010.12.09	5	quiz	6
139	2010.12.09	5	quiz	6
205	2010.12.09	3	quiz	6
108	2010.12.09	5	quiz	6
153	2010.12.09	4	quiz	6
426	2010.12.09	3	quiz	6
119	2010.12.09	5	quiz	6
147	2010.12.09	4	quiz	6
137	2010.12.09	5	quiz	6
175	2010.12.09	5	quiz	6
192	2010.12.09	3	quiz	6
154	2010.12.09	1	quiz	6
167	2010.12.09	4	quiz	6
148	2010.12.09	5	quiz	6
179	2010.12.09	5	quiz	6
168	2010.12.09	3	quiz	6
152	2010.12.09	3	quiz	6
144	2010.12.09	4	quiz	6
136	2010.12.09	5	quiz	6
143	2010.12.09	5	quiz	6
202	2010.12.09	2	quiz	6
96	2010.12.09	3	quiz	6
151	2010.12.09	3	quiz	6
142	2010.12.09	5	quiz	6
126	2010.12.09	1	quiz	6
200	2010.12.09	3	quiz	6
206	2010.12.09	3	quiz	6
201	2010.12.09	3	quiz	6
50	2010.12.09	4	oral assessment	4
352	2010.12.09	3	oral assessment	4
312	2010.12.09	3	quiz	10
227	2010.12.09	4	quiz	10
80	2010.12.09	5	oral assessment	15
3	2010.12.09	5	oral assessment	15
99	2010.12.09	1	oral assessment	15
158	2010.12.09	2	quiz	12
176	2010.12.09	4	quiz	12
117	2010.12.09	5	quiz	12
164	2010.12.09	4	quiz	12
159	2010.12.09	2	quiz	12
210	2010.12.09	4	quiz	12
185	2010.12.09	4	quiz	12
107	2010.12.09	4	quiz	12
134	2010.12.09	1	quiz	12
208	2010.12.09	3	quiz	12
190	2010.12.09	4	quiz	12
149	2010.12.09	2	quiz	12
173	2010.12.09	2	quiz	12
160	2010.12.09	3	quiz	12
163	2010.12.09	4	quiz	12
174	2010.12.09	4	quiz	12
131	2010.12.09	2	quiz	12
172	2010.12.09	3	quiz	12
158	2010.12.09	4	topic test	5
116	2010.12.09	5	topic test	5
176	2010.12.09	3	topic test	5
117	2010.12.09	5	topic test	5
180	2010.12.09	4	topic test	5
164	2010.12.09	5	topic test	5
159	2010.12.09	3	topic test	5
210	2010.12.09	2	topic test	5
185	2010.12.09	4	topic test	5
128	2010.12.09	5	topic test	5
134	2010.12.09	3	topic test	5
155	2010.12.09	5	topic test	5
121	2010.12.09	5	topic test	5
113	2010.12.09	3	topic test	5
208	2010.12.09	3	topic test	5
190	2010.12.09	4	topic test	5
184	2010.12.09	5	topic test	5
209	2010.12.09	5	topic test	5
199	2010.12.09	4	topic test	5
162	2010.12.09	4	topic test	5
166	2010.12.09	4	topic test	5
173	2010.12.09	4	topic test	5
195	2010.12.09	3	topic test	5
160	2010.12.09	1	topic test	5
163	2010.12.09	4	topic test	5
124	2010.12.09	5	topic test	5
174	2010.12.09	4	topic test	5
131	2010.12.09	5	topic test	5
